run_name,task_id,ref_status,run_failure_category,run_status,run_diagnostic
ABC_dedup_BC,0,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,46,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_A,53,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,55,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,56,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_A,60,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,61,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,67,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_A,73,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,79,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,89,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_A,91,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_A,93,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_A,96,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_A,97,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_A,99,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_A,121,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,123,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_A,154,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AB_shuffle,0,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,2,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,4,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,8,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,11,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AB_shuffle,15,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AB_shuffle,21,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,25,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,31,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AB_shuffle,35,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,39,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,43,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,46,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AB_shuffle,49,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,50,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AB_shuffle,52,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,53,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,57,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,65,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,67,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,69,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,70,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,73,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,89,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,91,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AB_shuffle,93,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,94,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,96,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,97,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,104,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,121,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,123,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,131,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,139,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,150,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,154,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AC_shuffle,2,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,4,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,8,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,15,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,21,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,24,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,35,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,41,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,45,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,46,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,53,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,55,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,59,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,62,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,64,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,65,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,70,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AC_shuffle,73,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,75,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,79,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,89,OK,generation_or_parse_error,exception,status=exception | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,91,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AC_shuffle,93,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AC_shuffle,97,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,100,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,104,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,121,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,147,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,150,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,154,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_B,2,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,8,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,11,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,15,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_B,36,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,41,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,45,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,46,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_B,49,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,53,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,59,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,60,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,63,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,67,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_B,69,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,72,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,73,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,79,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_B,89,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_B,91,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_B,93,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_B,94,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,97,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,104,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,121,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,131,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,150,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,154,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_B,159,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,2,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,4,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,8,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,15,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_BC_shuffle,24,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,31,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,35,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,36,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,39,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_BC_shuffle,41,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,45,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,46,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,49,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,53,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,59,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,60,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,61,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,65,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_BC_shuffle,69,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,70,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,71,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,73,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,79,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_BC_shuffle,89,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,91,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,93,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_BC_shuffle,97,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,99,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_BC_shuffle,104,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,121,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,123,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_BC_shuffle,131,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,139,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,147,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_BC_shuffle,150,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,159,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_C,15,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_C,34,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_C,39,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_C,41,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_C,45,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_C,46,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_C,60,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_C,62,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_C,63,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_C,65,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_C,75,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_C,79,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_C,89,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_C,91,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_C,96,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_C,97,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_C,104,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_C,131,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_C,150,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_C,154,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_manual,0,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_manual,15,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_manual,31,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_manual,35,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_manual,43,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_manual,46,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_manual,49,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_manual,52,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_manual,56,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_manual,57,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_manual,61,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_manual,62,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_manual,65,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_manual,67,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_manual,79,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_manual,89,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_manual,91,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_manual,93,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_manual,96,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_manual,97,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_manual,100,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_manual,104,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_manual,154,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_reject,8,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_reject,15,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_reject,18,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_reject,34,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_reject,39,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_reject,45,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_reject,46,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_reject,49,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_reject,65,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_reject,73,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_reject,75,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_reject,89,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
