epoch	lr	experiment	model_key	concurrency	ok	pass_at_1	evaluated_at	solution_exists	solution_size	solution_mtime	summary_path	solution_path
epoch1	learning_rate_1	ft_ABC_source_stack_v2	ft_ABC_source_stack_v2_humaneval_mistral_conc20	20	20	0.12195121951219512	2026-06-22T12:54:08.397339	True	725657	2026-08-07T10:55:29	epoch1/learning_rate_1/results/ft_ABC_source_stack_v2_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_ABC_source_stack_v2_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_1	ft_AB_antineighbor	ft_AB_antineighbor_humaneval_mistral_conc20	20	23	0.1402439024390244	2026-06-22T11:01:33.310547	True	672142	2026-08-07T10:55:29	epoch1/learning_rate_1/results/ft_AB_antineighbor_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_AB_antineighbor_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_1	ft_AB_antineighbor	ft_AB_antineighbor_humaneval_mistral_conc3	3	27	0.16463414634146342	2026-06-18T09:22:49.947840	True	667399	2026-08-07T10:55:29	epoch1/learning_rate_1/results/ft_AB_antineighbor_humaneval_mistral_conc3_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_AB_antineighbor_humaneval_mistral_conc3_solutions.json
epoch1	learning_rate_1	ft_AB_shuffle	ft_AB_shuffle_humaneval_mistral_conc20	20	29	0.17682926829268292	2026-06-22T13:32:14.277884	True	708169	2026-08-07T10:55:29	epoch1/learning_rate_1/results/ft_AB_shuffle_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_AB_shuffle_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_1	ft_AB_shuffle	ft_AB_shuffle_humaneval_mistral_conc3	3	32	0.1951219512195122	2026-06-18T09:24:55.755181	True	723510	2026-08-07T10:55:29	epoch1/learning_rate_1/results/ft_AB_shuffle_humaneval_mistral_conc3_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_AB_shuffle_humaneval_mistral_conc3_solutions.json
epoch1	learning_rate_1	ft_AC_antineighbor	ft_AC_antineighbor_humaneval_mistral_conc20	20	25	0.1524390243902439	2026-06-22T13:44:22.888409	True	745489	2026-08-07T10:55:29	epoch1/learning_rate_1/results/ft_AC_antineighbor_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_AC_antineighbor_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_1	ft_AC_antineighbor	ft_AC_antineighbor_humaneval_mistral_conc3	3	24	0.14634146341463414	2026-06-18T09:27:00.057947	True	734855	2026-08-07T10:55:29	epoch1/learning_rate_1/results/ft_AC_antineighbor_humaneval_mistral_conc3_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_AC_antineighbor_humaneval_mistral_conc3_solutions.json
epoch1	learning_rate_1	ft_AC_shuffle	ft_AC_shuffle_humaneval_mistral_conc20	20	27	0.16463414634146342	2026-06-22T14:00:34.173881	True	710878	2026-08-07T10:55:29	epoch1/learning_rate_1/results/ft_AC_shuffle_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_AC_shuffle_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_1	ft_AC_shuffle	ft_AC_shuffle_humaneval_mistral_conc3	3	30	0.18292682926829268	2026-06-18T09:27:03.758831	True	684591	2026-08-07T10:55:29	epoch1/learning_rate_1/results/ft_AC_shuffle_humaneval_mistral_conc3_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_AC_shuffle_humaneval_mistral_conc3_solutions.json
epoch1	learning_rate_1	ft_A_half1	ft_A_half1_humaneval_mistral_conc20	20	31	0.18902439024390244	2026-06-24T12:48:26.185559	True	822886	2026-08-07T10:55:45	epoch1/learning_rate_1/results/ft_A_half1_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_A_half1_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_1	ft_A_half2	ft_A_half2_humaneval_mistral_conc20	20	27	0.16463414634146342	2026-06-24T12:48:32.507782	True	794898	2026-08-07T10:55:45	epoch1/learning_rate_1/results/ft_A_half2_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_A_half2_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_1	ft_A	ft_A_humaneval_mistral_conc20	20	27	0.16463414634146342	2026-06-22T10:35:34.798742	True	777179	2026-08-07T10:55:29	epoch1/learning_rate_1/results/ft_A_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_A_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_1	ft_B	ft_B_humaneval_mistral_conc20	20	30	0.18292682926829268	2026-06-22T14:26:39.834915	True	801460	2026-08-07T10:55:45	epoch1/learning_rate_1/results/ft_B_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_B_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_1	ft_B	ft_B_humaneval_mistral_conc3	3	28	0.17073170731707318	2026-06-18T09:27:12.138143	True	798470	2026-08-07T10:55:45	epoch1/learning_rate_1/results/ft_B_humaneval_mistral_conc3_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_B_humaneval_mistral_conc3_solutions.json
epoch1	learning_rate_1	ft_B_then_A	ft_B_then_A_humaneval_mistral_conc20	20	11	0.06707317073170732	2026-06-22T15:06:27.536520	True	1241731	2026-08-07T10:56:09	epoch1/learning_rate_1/results/ft_B_then_A_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_B_then_A_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_1	ft_B_then_A	ft_B_then_A_humaneval_mistral_conc3	3	13	0.07926829268292683	2026-06-18T16:14:57.848677	True	1253513	2026-08-07T10:56:09	epoch1/learning_rate_1/results/ft_B_then_A_humaneval_mistral_conc3_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_B_then_A_humaneval_mistral_conc3_solutions.json
epoch1	learning_rate_1	ft_C	ft_C_humaneval_mistral_conc20	20	29	0.17682926829268292	2026-06-22T15:06:33.587419	True	857051	2026-08-07T10:55:45	epoch1/learning_rate_1/results/ft_C_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_C_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_1	ft_C	ft_C_humaneval_mistral_conc3	3	26	0.15853658536585366	2026-06-18T09:27:15.992540	True	874384	2026-08-07T10:55:45	epoch1/learning_rate_1/results/ft_C_humaneval_mistral_conc3_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_C_humaneval_mistral_conc3_solutions.json
epoch1	learning_rate_1	ft_C_then_A	ft_C_then_A_humaneval_mistral_conc20	20	15	0.09146341463414634	2026-06-22T15:31:10.700639	True	627014	2026-08-07T10:55:29	epoch1/learning_rate_1/results/ft_C_then_A_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_C_then_A_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_1	ft_C_then_A	ft_C_then_A_humaneval_mistral_conc3	3	14	0.08536585365853659	2026-06-18T09:29:19.132388	True	625834	2026-08-07T10:55:29	epoch1/learning_rate_1/results/ft_C_then_A_humaneval_mistral_conc3_evaluation_summary.json	epoch1/learning_rate_1/results_qwen_lora/solutions/ft_C_then_A_humaneval_mistral_conc3_solutions.json
epoch1	learning_rate_2	ft_ABC_Strong	ft_ABC_Strong_humaneval_mistral_conc20	20	36	0.21951219512195122	2026-06-23T07:25:27.195078	True	790029	2026-08-07T10:55:45	epoch1/learning_rate_2/results/ft_ABC_Strong_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_ABC_Strong_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_ABC_dedup_BC	ft_ABC_dedup_BC_humaneval_mistral_conc20	20	31	0.18902439024390244	2026-06-23T07:25:31.230037	True	753135	2026-08-07T10:55:29	epoch1/learning_rate_2/results/ft_ABC_dedup_BC_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_ABC_dedup_BC_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_ABC_source_burkardt	ft_ABC_source_burkardt_humaneval_mistral_conc20	20	27	0.16463414634146342	2026-06-23T07:25:35.285800	True	870554	2026-08-07T10:55:45	epoch1/learning_rate_2/results/ft_ABC_source_burkardt_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_ABC_source_burkardt_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_ABC_source_fortran_lang	ft_ABC_source_fortran_lang_humaneval_mistral_conc20	20	34	0.2073170731707317	2026-06-23T07:25:40.512944	True	977192	2026-08-07T10:55:45	epoch1/learning_rate_2/results/ft_ABC_source_fortran_lang_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_ABC_source_fortran_lang_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_ABC_source_numerical_methods	ft_ABC_source_numerical_methods_humaneval_mistral_conc20	20	34	0.2073170731707317	2026-06-23T07:25:45.737867	True	959362	2026-08-07T10:55:45	epoch1/learning_rate_2/results/ft_ABC_source_numerical_methods_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_ABC_source_numerical_methods_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_ABC_source_numericalhub	ft_ABC_source_numericalhub_humaneval_mistral_conc20	20	29	0.17682926829268292	2026-06-23T07:25:49.601289	True	916140	2026-08-07T10:55:45	epoch1/learning_rate_2/results/ft_ABC_source_numericalhub_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_ABC_source_numericalhub_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_ABC_source_stack_v1	ft_ABC_source_stack_v1_humaneval_mistral_conc20	20	30	0.18292682926829268	2026-06-23T07:29:54.251965	True	838369	2026-08-07T10:55:45	epoch1/learning_rate_2/results/ft_ABC_source_stack_v1_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_ABC_source_stack_v1_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_ABC_source_stack_v2	ft_ABC_source_stack_v2_humaneval_mistral_conc20	20	29	0.17682926829268292	2026-06-23T07:29:58.585879	True	741673	2026-08-07T10:55:29	epoch1/learning_rate_2/results/ft_ABC_source_stack_v2_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_ABC_source_stack_v2_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_AB_antineighbor	ft_AB_antineighbor_humaneval_mistral_conc20	20	29	0.17682926829268292	2026-06-23T07:30:02.434130	True	741960	2026-08-07T10:55:29	epoch1/learning_rate_2/results/ft_AB_antineighbor_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_AB_antineighbor_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_AB_shuffle	ft_AB_shuffle_humaneval_mistral_conc20	20	28	0.17073170731707318	2026-06-23T07:30:06.607807	True	711863	2026-08-07T10:55:29	epoch1/learning_rate_2/results/ft_AB_shuffle_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_AB_shuffle_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_AC_antineighbor	ft_AC_antineighbor_humaneval_mistral_conc20	20	30	0.18292682926829268	2026-06-23T07:32:10.777736	True	713459	2026-08-07T10:55:29	epoch1/learning_rate_2/results/ft_AC_antineighbor_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_AC_antineighbor_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_AC_shuffle	ft_AC_shuffle_humaneval_mistral_conc20	20	28	0.17073170731707318	2026-06-23T07:34:14.652944	True	756757	2026-08-07T10:55:29	epoch1/learning_rate_2/results/ft_AC_shuffle_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_AC_shuffle_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_A_half1	ft_A_half1_humaneval_mistral_conc20	20	23	0.1402439024390244	2026-06-24T12:58:48.744085	True	874828	2026-08-07T10:55:45	epoch1/learning_rate_2/results/ft_A_half1_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_A_half1_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_A_half2	ft_A_half2_humaneval_mistral_conc20	20	33	0.20121951219512196	2026-06-24T13:25:07.472328	True	809594	2026-08-07T10:55:45	epoch1/learning_rate_2/results/ft_A_half2_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_A_half2_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_B	ft_B_humaneval_mistral_conc20	20	33	0.20121951219512196	2026-06-23T07:34:19.280778	True	781263	2026-08-07T10:55:29	epoch1/learning_rate_2/results/ft_B_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_B_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_B_then_A	ft_B_then_A_humaneval_mistral_conc20	20	28	0.17073170731707318	2026-06-23T07:34:23.380290	True	744722	2026-08-07T10:55:29	epoch1/learning_rate_2/results/ft_B_then_A_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_B_then_A_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_C	ft_C_humaneval_mistral_conc20	20	26	0.15853658536585366	2026-06-23T07:34:27.438154	True	850098	2026-08-07T10:55:45	epoch1/learning_rate_2/results/ft_C_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_C_humaneval_mistral_conc20_solutions.json
epoch1	learning_rate_2	ft_C_then_A	ft_C_then_A_humaneval_mistral_conc20	20	22	0.13414634146341464	2026-06-23T07:34:30.991337	True	685299	2026-08-07T10:55:29	epoch1/learning_rate_2/results/ft_C_then_A_humaneval_mistral_conc20_evaluation_summary.json	epoch1/learning_rate_2/results_qwen_lora/solutions/ft_C_then_A_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_1	ft_ABC_dedup_BC	ft_ABC_dedup_BC_humaneval_mistral_conc20	20	12	0.07317073170731707	2026-06-23T07:34:34.529359	True	779895	2026-08-07T10:55:29	epoch2/learning_rate_1/results/ft_ABC_dedup_BC_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_1/results_qwen_lora/solutions/ft_ABC_dedup_BC_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_1	ft_AB_antineighbor	ft_AB_antineighbor_humaneval_mistral_conc20	20	26	0.15853658536585366	2026-06-23T07:34:38.205091	True	715671	2026-08-07T10:55:29	epoch2/learning_rate_1/results/ft_AB_antineighbor_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_1/results_qwen_lora/solutions/ft_AB_antineighbor_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_1	ft_AB_shuffle	ft_AB_shuffle_humaneval_mistral_conc15	15	16	0.0975609756097561	2026-06-19T15:56:26.632982	True	740845	2026-08-07T10:55:29	epoch2/learning_rate_1/results/ft_AB_shuffle_humaneval_mistral_conc15_evaluation_summary.json	epoch2/learning_rate_1/results_qwen_lora/solutions/ft_AB_shuffle_humaneval_mistral_conc15_solutions.json
epoch2	learning_rate_1	ft_AB_shuffle	ft_AB_shuffle_humaneval_mistral_conc20	20	20	0.12195121951219512	2026-06-23T07:34:41.858652	True	749088	2026-08-07T10:55:29	epoch2/learning_rate_1/results/ft_AB_shuffle_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_1/results_qwen_lora/solutions/ft_AB_shuffle_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_1	ft_AC_antineighbor	ft_AC_antineighbor_humaneval_mistral_conc20	20	27	0.16463414634146342	2026-06-23T07:34:45.572974	True	750034	2026-08-07T10:55:29	epoch2/learning_rate_1/results/ft_AC_antineighbor_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_1/results_qwen_lora/solutions/ft_AC_antineighbor_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_1	ft_AC_shuffle	ft_AC_shuffle_humaneval_mistral_conc20	20	14	0.08536585365853659	2026-06-23T07:34:48.947085	True	731593	2026-08-07T10:55:29	epoch2/learning_rate_1/results/ft_AC_shuffle_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_1/results_qwen_lora/solutions/ft_AC_shuffle_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_1	ft_A_ep2	ft_A_ep2_humaneval_mistral_conc20	20	32	0.1951219512195122	2026-06-23T07:34:53.328373	True	732339	2026-08-07T10:55:29	epoch2/learning_rate_1/results/ft_A_ep2_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_1/results_qwen_lora/solutions/ft_A_ep2_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_1	ft_A_half1	ft_A_half1_humaneval_mistral_conc20	20	32	0.1951219512195122	2026-06-24T14:50:14.357998	True	758608	2026-08-07T10:55:29	epoch2/learning_rate_1/results/ft_A_half1_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_1/results_qwen_lora/solutions/ft_A_half1_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_1	ft_A_half2	ft_A_half2_humaneval_mistral_conc20	20	29	0.17682926829268292	2026-06-24T14:52:18.580373	True	763643	2026-08-07T10:55:29	epoch2/learning_rate_1/results/ft_A_half2_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_1/results_qwen_lora/solutions/ft_A_half2_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_1	ft_A	ft_A_humaneval_mistral_conc20	20	27	0.16463414634146342	2026-06-23T07:34:57.456426	True	746133	2026-08-07T10:55:29	epoch2/learning_rate_1/results/ft_A_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_1/results_qwen_lora/solutions/ft_A_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_1	ft_A	ft_A_humaneval_mistral_conc3	3	23	0.1402439024390244	2026-06-18T09:27:07.890302	True	745106	2026-08-07T10:55:29	epoch2/learning_rate_1/results/ft_A_humaneval_mistral_conc3_evaluation_summary.json	epoch2/learning_rate_1/results_qwen_lora/solutions/ft_A_humaneval_mistral_conc3_solutions.json
epoch2	learning_rate_1	ft_B	ft_B_humaneval_mistral_conc20	20	29	0.17682926829268292	2026-06-23T07:35:00.985972	True	898244	2026-08-07T10:55:45	epoch2/learning_rate_1/results/ft_B_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_1/results_qwen_lora/solutions/ft_B_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_1	ft_B_then_A	ft_B_then_A_humaneval_mistral_conc20	20	13	0.07926829268292683	2026-06-23T07:35:04.273129	True	759752	2026-08-07T10:55:29	epoch2/learning_rate_1/results/ft_B_then_A_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_1/results_qwen_lora/solutions/ft_B_then_A_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_1	ft_C	ft_C_humaneval_mistral_conc20	20	11	0.06707317073170732	2026-06-23T07:35:06.861229	True	823903	2026-08-07T10:55:45	epoch2/learning_rate_1/results/ft_C_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_1/results_qwen_lora/solutions/ft_C_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_1	ft_C_then_A	ft_C_then_A_humaneval_mistral_conc20	20	3	0.018292682926829267	2026-06-23T07:35:09.728817	True	668241	2026-08-07T10:55:29	epoch2/learning_rate_1/results/ft_C_then_A_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_1/results_qwen_lora/solutions/ft_C_then_A_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_2	ft_ABC_Strong	ft_ABC_Strong_humaneval_mistral_conc20	20	21	0.12804878048780488	2026-06-23T07:35:13.267578	True	760806	2026-08-07T10:55:29	epoch2/learning_rate_2/results/ft_ABC_Strong_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_2/results_qwen_lora/solutions/ft_ABC_Strong_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_2	ft_ABC_dedup_BC	ft_ABC_dedup_BC_humaneval_mistral_conc20	20	27	0.16463414634146342	2026-06-23T07:37:16.573606	True	760822	2026-08-07T10:55:29	epoch2/learning_rate_2/results/ft_ABC_dedup_BC_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_2/results_qwen_lora/solutions/ft_ABC_dedup_BC_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_2	ft_ABC_source_burkardt	ft_ABC_source_burkardt_humaneval_mistral_conc20	20	38	0.23170731707317074	2026-06-23T07:37:20.501862	True	901414	2026-08-07T10:55:45	epoch2/learning_rate_2/results/ft_ABC_source_burkardt_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_2/results_qwen_lora/solutions/ft_ABC_source_burkardt_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_2	ft_ABC_source_fortran_lang	ft_ABC_source_fortran_lang_humaneval_mistral_conc20	20	38	0.23170731707317074	2026-06-23T07:37:25.624636	True	968613	2026-08-07T10:55:45	epoch2/learning_rate_2/results/ft_ABC_source_fortran_lang_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_2/results_qwen_lora/solutions/ft_ABC_source_fortran_lang_humaneval_mistral_conc20_solutions.json
epoch2	learning_rate_2	ft_ABC_source_numerical_methods	ft_ABC_source_numerical_methods_humaneval_mistral_conc20	20	34	0.2073170731707317	2026-06-23T07:37:30.759687	True	977274	2026-08-07T10:55:45	epoch2/learning_rate_2/results/ft_ABC_source_numerical_methods_humaneval_mistral_conc20_evaluation_summary.json	epoch2/learning_rate_2/results_qwen_lora/solutions/ft_ABC_source_numerical_methods_humaneval_mistral_conc20_solutions.json
