model_key,details_file,summary_file,common_tasks,base_ok,ft_ok,delta_ok,base_fail_ft_ok,base_ok_ft_fail,base_ok_ft_ok,base_fail_ft_fail,compile_err,runtime_err,ineq,exception,compilation_rate,execution_success_rate,pass_at_1
ft_ABC_source_stack_v2_humaneval_mistral_conc20,epoch1/learning_rate_2/results/ft_ABC_source_stack_v2_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_2/results/ft_ABC_source_stack_v2_humaneval_mistral_conc20_evaluation_summary.json,164,36,29,-7,9,16,20,119,67,31,36,1,0.5914634146341463,0.39634146341463417,0.17682926829268292
ft_AB_antineighbor_humaneval_mistral_conc20,epoch1/learning_rate_2/results/ft_AB_antineighbor_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_2/results/ft_AB_antineighbor_humaneval_mistral_conc20_evaluation_summary.json,164,36,29,-7,8,15,21,120,87,23,25,0,0.4695121951219512,0.32926829268292684,0.17682926829268292
ft_A_half2_humaneval_mistral_conc20,epoch2/learning_rate_1/results/ft_A_half2_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_1/results/ft_A_half2_humaneval_mistral_conc20_evaluation_summary.json,164,36,29,-7,11,18,18,117,71,23,40,1,0.5670731707317073,0.42073170731707316,0.17682926829268292
ft_B_humaneval_mistral_conc20,epoch2/learning_rate_1/results/ft_B_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_1/results/ft_B_humaneval_mistral_conc20_evaluation_summary.json,164,36,29,-7,10,17,19,118,96,26,13,0,0.4146341463414634,0.25609756097560976,0.17682926829268292
ft_ABC_source_stack_v1_humaneval_mistral_conc20,epoch2/learning_rate_2/results/ft_ABC_source_stack_v1_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_2/results/ft_ABC_source_stack_v1_humaneval_mistral_conc20_evaluation_summary.json,164,36,29,-7,9,16,20,119,81,32,21,1,0.5060975609756098,0.3048780487804878,0.17682926829268292
ft_ABC_source_numericalhub_humaneval_mistral_conc20,epoch1/learning_rate_1/results/ft_ABC_source_numericalhub_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_1/results/ft_ABC_source_numericalhub_humaneval_mistral_conc20_evaluation_summary.json,164,36,28,-8,8,16,20,120,88,21,27,0,0.4634146341463415,0.3353658536585366,0.17073170731707318
ft_B_humaneval_mistral_conc3,epoch1/learning_rate_1/results/ft_B_humaneval_mistral_conc3_evaluation_details.json,epoch1/learning_rate_1/results/ft_B_humaneval_mistral_conc3_evaluation_summary.json,164,36,28,-8,7,15,21,121,65,40,30,1,0.6036585365853658,0.35365853658536583,0.17073170731707318
ft_AB_shuffle_humaneval_mistral_conc20,epoch1/learning_rate_2/results/ft_AB_shuffle_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_2/results/ft_AB_shuffle_humaneval_mistral_conc20_evaluation_summary.json,164,36,28,-8,12,20,16,116,84,34,18,0,0.4878048780487805,0.2804878048780488,0.17073170731707318
ft_AC_shuffle_humaneval_mistral_conc20,epoch1/learning_rate_2/results/ft_AC_shuffle_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_2/results/ft_AC_shuffle_humaneval_mistral_conc20_evaluation_summary.json,164,36,28,-8,10,18,18,118,77,21,36,2,0.5304878048780488,0.3902439024390244,0.17073170731707318
ft_B_then_A_humaneval_mistral_conc20,epoch1/learning_rate_2/results/ft_B_then_A_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_2/results/ft_B_then_A_humaneval_mistral_conc20_evaluation_summary.json,164,36,28,-8,10,18,18,118,72,28,35,1,0.5609756097560976,0.38414634146341464,0.17073170731707318
ft_ABC_source_numericalhub_humaneval_mistral_conc20,epoch2/learning_rate_2/results/ft_ABC_source_numericalhub_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_2/results/ft_ABC_source_numericalhub_humaneval_mistral_conc20_evaluation_summary.json,164,36,28,-8,12,20,16,116,84,21,29,2,0.4878048780487805,0.3475609756097561,0.17073170731707318
ft_AB_antineighbor_humaneval_mistral_conc3,epoch1/learning_rate_1/results/ft_AB_antineighbor_humaneval_mistral_conc3_evaluation_details.json,epoch1/learning_rate_1/results/ft_AB_antineighbor_humaneval_mistral_conc3_evaluation_summary.json,164,36,27,-9,10,19,17,118,89,14,34,0,0.4573170731707317,0.3719512195121951,0.16463414634146342
ft_AC_shuffle_humaneval_mistral_conc20,epoch1/learning_rate_1/results/ft_AC_shuffle_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_1/results/ft_AC_shuffle_humaneval_mistral_conc20_evaluation_summary.json,164,36,27,-9,11,20,16,117,75,20,41,1,0.5426829268292683,0.4146341463414634,0.16463414634146342
ft_A_half2_humaneval_mistral_conc20,epoch1/learning_rate_1/results/ft_A_half2_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_1/results/ft_A_half2_humaneval_mistral_conc20_evaluation_summary.json,164,36,27,-9,10,19,17,118,86,24,27,0,0.47560975609756095,0.32926829268292684,0.16463414634146342
ft_A_humaneval_mistral_conc20,epoch1/learning_rate_1/results/ft_A_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_1/results/ft_A_humaneval_mistral_conc20_evaluation_summary.json,164,36,27,-9,10,19,17,118,76,20,39,2,0.5365853658536586,0.4024390243902439,0.16463414634146342
ft_ABC_source_burkardt_humaneval_mistral_conc20,epoch1/learning_rate_2/results/ft_ABC_source_burkardt_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_2/results/ft_ABC_source_burkardt_humaneval_mistral_conc20_evaluation_summary.json,164,36,27,-9,14,23,13,114,82,24,29,2,0.5,0.34146341463414637,0.16463414634146342
ft_AC_antineighbor_humaneval_mistral_conc20,epoch2/learning_rate_1/results/ft_AC_antineighbor_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_1/results/ft_AC_antineighbor_humaneval_mistral_conc20_evaluation_summary.json,164,36,27,-9,9,18,18,119,79,17,40,1,0.5182926829268293,0.40853658536585363,0.16463414634146342
ft_A_humaneval_mistral_conc20,epoch2/learning_rate_1/results/ft_A_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_1/results/ft_A_humaneval_mistral_conc20_evaluation_summary.json,164,36,27,-9,10,19,17,118,73,22,41,1,0.5548780487804879,0.4146341463414634,0.16463414634146342
ft_ABC_dedup_BC_humaneval_mistral_conc20,epoch2/learning_rate_2/results/ft_ABC_dedup_BC_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_2/results/ft_ABC_dedup_BC_humaneval_mistral_conc20_evaluation_summary.json,164,36,27,-9,9,18,18,119,97,17,22,1,0.40853658536585363,0.29878048780487804,0.16463414634146342
ft_AC_antineighbor_humaneval_mistral_conc20,epoch2/learning_rate_2/results/ft_AC_antineighbor_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_2/results/ft_AC_antineighbor_humaneval_mistral_conc20_evaluation_summary.json,164,36,27,-9,12,21,15,116,85,19,31,2,0.4817073170731707,0.35365853658536583,0.16463414634146342
ft_A_half2_humaneval_mistral_conc20,epoch2/learning_rate_2/results/ft_A_half2_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_2/results/ft_A_half2_humaneval_mistral_conc20_evaluation_summary.json,164,36,27,-9,11,20,16,117,80,21,34,2,0.5121951219512195,0.3719512195121951,0.16463414634146342
ft_ABC_filtered_accept_humaneval_mistral_conc20,epoch1/learning_rate_1/results/ft_ABC_filtered_accept_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_1/results/ft_ABC_filtered_accept_humaneval_mistral_conc20_evaluation_summary.json,164,36,26,-10,10,20,16,118,73,24,38,3,0.5548780487804879,0.3902439024390244,0.15853658536585366
ft_C_humaneval_mistral_conc3,epoch1/learning_rate_1/results/ft_C_humaneval_mistral_conc3_evaluation_details.json,epoch1/learning_rate_1/results/ft_C_humaneval_mistral_conc3_evaluation_summary.json,164,36,26,-10,9,19,17,119,80,35,20,3,0.5121951219512195,0.2804878048780488,0.15853658536585366
ft_C_humaneval_mistral_conc20,epoch1/learning_rate_2/results/ft_C_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_2/results/ft_C_humaneval_mistral_conc20_evaluation_summary.json,164,36,26,-10,5,15,21,123,72,41,25,0,0.5609756097560976,0.31097560975609756,0.15853658536585366
ft_AB_antineighbor_humaneval_mistral_conc20,epoch2/learning_rate_1/results/ft_AB_antineighbor_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_1/results/ft_AB_antineighbor_humaneval_mistral_conc20_evaluation_summary.json,164,36,26,-10,11,21,15,117,88,17,31,2,0.4634146341463415,0.3475609756097561,0.15853658536585366
ft_AB_antineighbor_humaneval_mistral_conc20,epoch2/learning_rate_2/results/ft_AB_antineighbor_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_2/results/ft_AB_antineighbor_humaneval_mistral_conc20_evaluation_summary.json,164,36,26,-10,8,18,18,120,86,15,36,1,0.47560975609756095,0.3780487804878049,0.15853658536585366
ft_AC_antineighbor_humaneval_mistral_conc20,epoch1/learning_rate_1/results/ft_AC_antineighbor_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_1/results/ft_AC_antineighbor_humaneval_mistral_conc20_evaluation_summary.json,164,36,25,-11,7,18,18,121,78,31,30,0,0.524390243902439,0.3353658536585366,0.1524390243902439
ft_AC_shuffle_humaneval_mistral_conc20,epoch2/learning_rate_2/results/ft_AC_shuffle_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_2/results/ft_AC_shuffle_humaneval_mistral_conc20_evaluation_summary.json,164,36,25,-11,9,20,16,119,86,17,33,3,0.47560975609756095,0.35365853658536583,0.1524390243902439
ft_AC_antineighbor_humaneval_mistral_conc3,epoch1/learning_rate_1/results/ft_AC_antineighbor_humaneval_mistral_conc3_evaluation_details.json,epoch1/learning_rate_1/results/ft_AC_antineighbor_humaneval_mistral_conc3_evaluation_summary.json,164,36,24,-12,7,19,17,121,73,30,36,1,0.5548780487804879,0.36585365853658536,0.14634146341463414
ft_A_half1_humaneval_mistral_conc20,epoch2/learning_rate_2/results/ft_A_half1_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_2/results/ft_A_half1_humaneval_mistral_conc20_evaluation_summary.json,164,36,24,-12,7,19,17,121,82,29,25,4,0.5,0.29878048780487804,0.14634146341463414
ft_C_humaneval_mistral_conc20,epoch2/learning_rate_2/results/ft_C_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_2/results/ft_C_humaneval_mistral_conc20_evaluation_summary.json,164,36,24,-12,5,17,19,123,88,31,19,2,0.4634146341463415,0.2621951219512195,0.14634146341463414
ft_AB_antineighbor_humaneval_mistral_conc20,epoch1/learning_rate_1/results/ft_AB_antineighbor_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_1/results/ft_AB_antineighbor_humaneval_mistral_conc20_evaluation_summary.json,164,36,23,-13,8,21,15,120,82,15,42,2,0.5,0.39634146341463417,0.1402439024390244
ft_A_half1_humaneval_mistral_conc20,epoch1/learning_rate_2/results/ft_A_half1_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_2/results/ft_A_half1_humaneval_mistral_conc20_evaluation_summary.json,164,36,23,-13,9,22,14,119,73,45,22,1,0.5548780487804879,0.27439024390243905,0.1402439024390244
ft_A_humaneval_mistral_conc3,epoch2/learning_rate_1/results/ft_A_humaneval_mistral_conc3_evaluation_details.json,epoch2/learning_rate_1/results/ft_A_humaneval_mistral_conc3_evaluation_summary.json,164,36,23,-13,8,21,15,120,75,25,40,1,0.5426829268292683,0.38414634146341464,0.1402439024390244
ft_ABC_dedup_BC_humaneval_mistral_conc20,epoch1/learning_rate_1/results/ft_ABC_dedup_BC_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_1/results/ft_ABC_dedup_BC_humaneval_mistral_conc20_evaluation_summary.json,164,36,22,-14,8,22,14,120,86,13,41,2,0.47560975609756095,0.38414634146341464,0.13414634146341464
ft_C_then_A_humaneval_mistral_conc20,epoch1/learning_rate_2/results/ft_C_then_A_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_2/results/ft_C_then_A_humaneval_mistral_conc20_evaluation_summary.json,164,36,22,-14,8,22,14,120,88,13,41,0,0.4634146341463415,0.38414634146341464,0.13414634146341464
ft_ABC_Strong_humaneval_mistral_conc3,epoch1/learning_rate_1/results/ft_ABC_Strong_humaneval_mistral_conc3_evaluation_details.json,epoch1/learning_rate_1/results/ft_ABC_Strong_humaneval_mistral_conc3_evaluation_summary.json,164,36,21,-15,13,28,8,115,90,23,30,0,0.45121951219512196,0.31097560975609756,0.12804878048780488
ft_ABC_filtered_reject_humaneval_mistral_conc20,epoch1/learning_rate_1/results/ft_ABC_filtered_reject_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_1/results/ft_ABC_filtered_reject_humaneval_mistral_conc20_evaluation_summary.json,164,36,21,-15,9,24,12,119,95,29,18,1,0.42073170731707316,0.23780487804878048,0.12804878048780488
ft_ABC_Strong_humaneval_mistral_conc20,epoch2/learning_rate_2/results/ft_ABC_Strong_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_2/results/ft_ABC_Strong_humaneval_mistral_conc20_evaluation_summary.json,164,36,21,-15,9,24,12,119,94,26,22,1,0.4268292682926829,0.2621951219512195,0.12804878048780488
ft_ABC_source_stack_v2_humaneval_mistral_conc20,epoch1/learning_rate_1/results/ft_ABC_source_stack_v2_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_1/results/ft_ABC_source_stack_v2_humaneval_mistral_conc20_evaluation_summary.json,164,36,20,-16,6,22,14,122,61,25,55,3,0.6280487804878049,0.4573170731707317,0.12195121951219512
ft_AB_shuffle_humaneval_mistral_conc20,epoch2/learning_rate_1/results/ft_AB_shuffle_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_1/results/ft_AB_shuffle_humaneval_mistral_conc20_evaluation_summary.json,164,36,20,-16,6,22,14,122,83,12,49,0,0.49390243902439024,0.42073170731707316,0.12195121951219512
ft_B_humaneval_mistral_conc20,epoch2/learning_rate_2/results/ft_B_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_2/results/ft_B_humaneval_mistral_conc20_evaluation_summary.json,164,36,20,-16,10,26,10,118,102,27,15,0,0.3780487804878049,0.21341463414634146,0.12195121951219512
ft_ABC_Strong_humaneval_mistral_conc20,epoch1/learning_rate_1/results/ft_ABC_Strong_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_1/results/ft_ABC_Strong_humaneval_mistral_conc20_evaluation_summary.json,164,36,19,-17,9,26,10,119,88,28,29,0,0.4634146341463415,0.2926829268292683,0.11585365853658537
ft_B_then_A_humaneval_mistral_conc20,epoch2/learning_rate_2/results/ft_B_then_A_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_2/results/ft_B_then_A_humaneval_mistral_conc20_evaluation_summary.json,164,36,18,-18,4,22,14,124,91,11,44,0,0.4451219512195122,0.3780487804878049,0.10975609756097561
ft_AB_shuffle_humaneval_mistral_conc15,epoch2/learning_rate_1/results/ft_AB_shuffle_humaneval_mistral_conc15_evaluation_details.json,epoch2/learning_rate_1/results/ft_AB_shuffle_humaneval_mistral_conc15_evaluation_summary.json,164,36,16,-20,4,24,12,124,89,11,47,1,0.4573170731707317,0.38414634146341464,0.0975609756097561
ft_C_then_A_humaneval_mistral_conc20,epoch1/learning_rate_1/results/ft_C_then_A_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_1/results/ft_C_then_A_humaneval_mistral_conc20_evaluation_summary.json,164,36,15,-21,4,25,11,124,100,7,39,3,0.3902439024390244,0.32926829268292684,0.09146341463414634
ft_C_then_A_humaneval_mistral_conc20,epoch2/learning_rate_2/results/ft_C_then_A_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_2/results/ft_C_then_A_humaneval_mistral_conc20_evaluation_summary.json,164,36,15,-21,3,24,12,125,99,14,35,1,0.39634146341463417,0.3048780487804878,0.09146341463414634
ft_C_then_A_humaneval_mistral_conc3,epoch1/learning_rate_1/results/ft_C_then_A_humaneval_mistral_conc3_evaluation_details.json,epoch1/learning_rate_1/results/ft_C_then_A_humaneval_mistral_conc3_evaluation_summary.json,164,36,14,-22,5,27,9,123,101,7,41,1,0.38414634146341464,0.3353658536585366,0.08536585365853659
ft_AC_shuffle_humaneval_mistral_conc20,epoch2/learning_rate_1/results/ft_AC_shuffle_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_1/results/ft_AC_shuffle_humaneval_mistral_conc20_evaluation_summary.json,164,36,14,-22,5,27,9,123,96,11,40,3,0.4146341463414634,0.32926829268292684,0.08536585365853659
ft_B_then_A_humaneval_mistral_conc3,epoch1/learning_rate_1/results/ft_B_then_A_humaneval_mistral_conc3_evaluation_details.json,epoch1/learning_rate_1/results/ft_B_then_A_humaneval_mistral_conc3_evaluation_summary.json,164,36,13,-23,5,28,8,123,131,7,11,2,0.20121951219512196,0.14634146341463414,0.07926829268292683
ft_B_then_A_humaneval_mistral_conc20,epoch2/learning_rate_1/results/ft_B_then_A_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_1/results/ft_B_then_A_humaneval_mistral_conc20_evaluation_summary.json,164,36,13,-23,3,26,10,125,101,14,36,0,0.38414634146341464,0.29878048780487804,0.07926829268292683
ft_ABC_dedup_BC_humaneval_mistral_conc20,epoch2/learning_rate_1/results/ft_ABC_dedup_BC_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_1/results/ft_ABC_dedup_BC_humaneval_mistral_conc20_evaluation_summary.json,164,36,12,-24,3,27,9,125,93,10,46,3,0.4329268292682927,0.35365853658536583,0.07317073170731707
ft_B_then_A_humaneval_mistral_conc20,epoch1/learning_rate_1/results/ft_B_then_A_humaneval_mistral_conc20_evaluation_details.json,epoch1/learning_rate_1/results/ft_B_then_A_humaneval_mistral_conc20_evaluation_summary.json,164,36,11,-25,3,28,8,125,133,6,14,0,0.18902439024390244,0.1524390243902439,0.06707317073170732
ft_C_humaneval_mistral_conc20,epoch2/learning_rate_1/results/ft_C_humaneval_mistral_conc20_evaluation_details.json,epoch2/learning_rate_1/results/ft_C_humaneval_mistral_conc20_evaluation_summary.json,164,36,11,-25,5,30,6,123,125,12,16,0,0.23780487804878048,0.16463414634146342,0.06707317073170732
