path	base_model	datasets	load_in_4bit	load_in_8bit	adapter	lora_r	lora_alpha	lora_dropout	lora_target_modules	sequence_len	micro_batch_size	gradient_accumulation_steps	num_epochs	learning_rate	val_set_size	optimizer	lr_scheduler	warmup_ratio	weight_decay	bf16	tf32	gradient_checkpointing	sample_packing	evals_per_epoch	saves_per_epoch
06_DSAdel2/00_DSTypeANew/02_3epochs/01_lr2e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/dataset_A_new_version.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	3	0.0002	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/00_DSTypeANew/02_3epochs/02_lr3e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/dataset_A_new_version.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	3	0.0003	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/00_DSTypeANew/02_3epochs/03_lr5e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/dataset_A_new_version.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	3	0.0005	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/01_DSBenchmarkBased/00_1epochs/00_lr2e-5/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/human_domains_chat.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	1	2e-05	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/01_DSBenchmarkBased/00_1epochs/01_lr2e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/human_domains_chat.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	1	0.0002	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/01_DSBenchmarkBased/01_2epochs/00_lr2e-5/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/human_domains_chat.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	2e-05	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/01_DSBenchmarkBased/01_2epochs/01_lr2e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/human_domains_chat.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	0.0002	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/01_DSBenchmarkBased/01_2epochs/02_lr3e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/human_domains_chat.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	0.0003	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/01_DSBenchmarkBased/01_2epochs/03_lr5e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/human_domains_chat.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	0.0005	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/01_DSBenchmarkBased/02_3epochs/00_lr2e-5/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/human_domains_chat.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	3	2e-05	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/01_DSBenchmarkBased/02_3epochs/01_lr2e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/human_domains_chat.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	3	0.0002	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/01_DSBenchmarkBased/02_3epochs/02_lr3e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/human_domains_chat.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	3	0.0003	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/01_DSBenchmarkBased/02_3epochs/03_lr5e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/human_domains_chat.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	3	0.0005	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/02_DSBoth/00_1epochs/00_lr2e-5/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/combined_type_a_chat_shuffled.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	1	2e-05	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/02_DSBoth/00_1epochs/01_lr2e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/combined_type_a_chat_shuffled.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	1	0.0002	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/02_DSBoth/01_2epochs/00_lr2e-5/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/combined_type_a_chat_shuffled.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	2e-05	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/02_DSBoth/01_2epochs/01_lr2e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/combined_type_a_chat_shuffled.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	0.0002	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/02_DSBoth/01_2epochs/02_lr3e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/combined_type_a_chat_shuffled.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	0.0003	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/02_DSBoth/01_2epochs/03_lr5e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/combined_type_a_chat_shuffled.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	0.0005	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/02_DSBoth/02_3epochs/00_lr2e-5/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/combined_type_a_chat_shuffled.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	3	2e-05	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/02_DSBoth/02_3epochs/01_lr2e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/combined_type_a_chat_shuffled.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	3	0.0002	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/02_DSBoth/02_3epochs/02_lr3e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/combined_type_a_chat_shuffled.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	3	0.0003	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
06_DSAdel2/02_DSBoth/02_3epochs/03_lr5e-4/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/combined_type_a_chat_shuffled.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	3	0.0005	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
07_DSAdel2_LoraR/00_DSTypeANew/00_LoraR16/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/dataset_A_new_version.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	2e-05	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
07_DSAdel2_LoraR/00_DSTypeANew/01_LoraR32/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/dataset_A_new_version.jsonl	True		qlora	32	64		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	2e-05	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
07_DSAdel2_LoraR/00_DSTypeANew/02_LoraR64/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/dataset_A_new_version.jsonl	True		qlora	64	128		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	2e-05	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
07_DSAdel2_LoraR/00_DSTypeANew/03_LoraR128/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/dataset_A_new_version.jsonl	True		qlora	128	256		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	2e-05	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
07_DSAdel2_LoraR/01_DSBenchmarkBased/00_LoraR16/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/human_domains_chat.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	0.0002	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
07_DSAdel2_LoraR/01_DSBenchmarkBased/01_LoraR32/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/human_domains_chat.jsonl	True		qlora	32	64		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	0.0002	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
07_DSAdel2_LoraR/01_DSBenchmarkBased/02_LoraR64/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/human_domains_chat.jsonl	True		qlora	64	128		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	0.0002	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
07_DSAdel2_LoraR/01_DSBenchmarkBased/03_LoraR128/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/human_domains_chat.jsonl	True		qlora	128	256		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	0.0002	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
07_DSAdel2_LoraR/02_DSBoth/00_LoraR16/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/combined_type_a_chat_shuffled.jsonl	True		qlora	16	32		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	0.0002	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
07_DSAdel2_LoraR/02_DSBoth/01_LoraR32/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/combined_type_a_chat_shuffled.jsonl	True		qlora	32	64		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	0.0002	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
07_DSAdel2_LoraR/02_DSBoth/02_LoraR64/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/combined_type_a_chat_shuffled.jsonl	True		qlora	64	128		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	0.0002	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
07_DSAdel2_LoraR/02_DSBoth/03_LoraR128/axolotl.yaml	/path/to/models/Qwen3.6-27B	/path/to/finetuning/datasets/combined_type_a_chat_shuffled.jsonl	True		qlora	128	256		q_proj,k_proj,v_proj,o_proj,down_proj,up_proj,linear_attn.in_proj_qkv,linear_attn.in_proj_z,linear_attn.out_proj	16384	1	2	2	0.0002	0.05	adamw_torch_4bit	cosine	0.1	0.0	auto	True	False	True	4	1
